"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - share","Lifetime Post Consumers","Lifetime Post Consumptions","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Negative feedback","Lifetime Negative Feedback from Users","Lifetime Negative feedback - hide_all_clicks","Lifetime Negative feedback - hide_clicks","Lifetime Negative feedback - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Average time video viewed","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Video length","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views"
425972674207761_509795379158823,https://www.facebook.com/UnitedIssue/posts/509795379158823,"【日媒】 「和紙」輕盈又吸水　可做夾克、結婚禮服

U.I網頁版： http://united-issue.com/posts/258


日本傳統製品「和紙」製成的衣服正受到矚目，從內衣、襪子到女性襯衫、夾克，甚至結婚禮服，變化多端。和紙輕盈、吸水、保暖等機能性佳，也剛好搭上去年11月登記為聯合國教科文組織無形文化遺產的順風車。相關業者滿心期待表示：「在五年後的東京奧運開幕儀式上，要用和紙做日本選手團的制服。」

位於滋賀県大津市的纖維加工廠商「古川與助商店」裡，陳列著黑、粉紅、白色等五顏六色的夾克，它絕佳的觸感、柔軟的質感獲得好評，訂單源源不絕。事實上這種夾克，是用和紙做的。

從戰前開始加工金銀線*的「古川與助商店」有很多裁剪下來的和紙碎片，社長河村朱美覺得很可惜，嘗試用它做和服腰帶。因為和紙很堅固，把它裁成細線狀，和棉線混纺，織成上衣。

經過半年的嘗試、失敗，2013年7月令他們滿意的夾克完成了。混有和紙的布料間隙多，因此比一般布料輕，還承襲了紙的特性，吸水力強。而且因為布料空隙充滿空氣，保暖效果也備受期待；也預期它和棉布一樣強韌、耐磨損。雖然它價格偏高，9萬日圓起跳，但是「觸感佳」的好口碑口耳相傳，吸引許多高齡客層，訂單接連而來。

服裝廠商「みの紙舞」位於無形文化遺產「美濃和紙」的產地崎阜縣美濃市，它製作百分之百和紙製的結婚禮服，目標是抹除「和紙已經落伍了」的印象。日式紙拉門透進來的柔和陽光充盈室內，由於重疊好幾張和紙製的禮服不會反射光線，而是讓光穿透，非常適合拍攝婚紗照。

目前為止約有100人著和紙禮服舉行婚禮，「古川與助商店」表示：「希望客人感受到美濃和紙的傳統美，以及它貼和現代、做為布匹原料的可能性。」


資料來源: http://goo.gl/mNXUo8


備註:＊金銀線：金銀線用在高級的衣服上，傳統的製造方式是用漆料把金箔貼在和紙上，再切成線狀。


譯者： G.L.",Link,,,"02/20/2015 05:00:01 PM",311,311,0,685,685,0,32,,13,,,13,,23,26,2,21,,2,24,,0,0,,,,,,,659,291,0,0,32,0,0,0,0,0,0,0,0,0,0
425972674207761_509202999218061,https://www.facebook.com/UnitedIssue/posts/509202999218061,"【俄媒】 格雷的五十道陰影讓柏林觀眾笑聲不斷

U.I網頁版： http://united-issue.com/posts/259


柏林觀眾對於「格雷的五十道陰影」中情色場面笑聲不斷。
在柏林舉辦了轟動全球的電影「格雷的五十道陰影」首映會。這可能是柏林影展65周年最值得期待的事，但是觀眾對這部電影的反應卻有些出乎意料！在2月11日影片播出時，笑聲從未間斷。

這場情色鬧劇中混雜著施虐與受虐的場景，讓電影首映會氣氛十分熱鬧，但是，這八成不是製片期待的結果。 無論是情色場景或是主角間的對話都引起哄堂大笑，尤其是當總裁克里斯欽·格雷在與性愛後，留他的女朋友在床上自己跑去彈琴，都讓觀眾們笑了出來。

不少記者評論：

一切都與「大丈夫」的形象有關：從主角親自駕駛直升機、到送給女主角一台蘋果筆電讓她可以點一瓶昂貴的松露酒。 這些根據評論者的觀點，這部電影儼然成為「奢華生活」的廣告，也有不少人疑惑：這個問題是否成為此種類電影無法在柏林獲得好評的原因？
Вести FM 的電影評論家Anton dolin在去過首映會後認為有以下原因：

首先，柏林是全球、或至少是歐洲性解放的首都，這裡BDSM(註一)沒有人沒看過或因此受到驚嚇，再者，在柏林影展中過去也有此類電影的全球首映，例如：由大島渚爭議性的「感官世界」，並獲得金熊獎（註二），然而該片再播出前，提前宣布自己是「差勁的風格」，但是最後播出後卻讓大獲觀眾好評！但是獎項並非是該片所追求的,因此他並沒有在頒獎典禮中被播放。
本片因為性愛場景而遭受批評（至少，在德國是如此），觀眾們並不感到意外，一位記者認為根本可以不用年齡限制，甚至可以帶小孩子一起看。

根據影評Anton dolin的觀點，這些場景仍然有其重要性，他們像是「社會上的工具」能夠讓許多學生、家庭主婦和秘書們自由幻想，並打從心裡諒解男人依舊主宰世界的原因。影評認為，特別是被解放的觀眾們視該片不只是「許多女人情色幻想主義精彩的註腳」也是「非常好的喜劇」。

然而該影評的觀點不是所有人都感同身受，許多國家如：印尼、肯亞和馬來西亞均禁播此片部分細節，在某些俄羅斯地區觀眾也無法看到該片，車臣的放映人員聲稱，「格雷的五十道陰影」將不會在國內播放。而伊斯蘭信仰的中亞國家北奧塞梯，甚至號召放映人員拒絕該片的上映，在中亞地區克拉斯諾達邊疆同樣地主動發動社會組織「東正教聯盟」


資料來源: http://goo.gl/uftQQA


備註:
(註一)中文譯「皮繩愉虐」，是用來描述一些與「虐戀」的人類性行為。 

(註二)金熊獎（Goldener Bär）是自1951年起舉辦的柏林國際影展的最高獎項，獎座為金熊。


譯者：黃政華",Link,,,"02/19/2015 06:55:37 PM",1094,1094,0,2404,2404,0,274,,41,,,41,,252,282,42,217,,45,237,,2,2,1,,1,1,,1,2322,1065,0,0,273,0,0,0,0,0,0,0,0,0,0
425972674207761_508388042632890,https://www.facebook.com/UnitedIssue/posts/508388042632890,"【俄媒】 俄國煤溫暖德國人

U.I網頁版： http://united-issue.com/posts/255


去年(2014)德國從俄羅斯進口近1260萬噸的煤，為近十年來最大進口量。該進口量與德國減少依賴俄國天然氣、以及反核有關。
根據德國聯邦統計處的資料，德國煤進口量已達4600萬噸。

俄國煤的進口量上升近6.6%，達到1260萬噸，總計已經超過德國該項原料進口的四分之一。彭博新聞社（Bloomberg）報導，德國自2006年起開始大量進口俄國煤礦。
煤礦是俄國能源出口的主要項目之一，在印尼和澳洲之後，位居世界煤礦出口的第三大國。俄國主要將煤礦賣給歐盟國家以及亞太地區。1994年俄國煤礦出口總計為2410萬噸，2013年總計已提升到1億4300萬噸，2014年更來到1億5300萬噸。

俄羅斯煤礦因為盧布（俄國貨幣）急劇貶值，近幾個月來越來越吸引歐洲市場。
彭博新聞社引用挪威《Nena AS分析中心》的分析師黛安娜˙巴熙菈（Diana Basila）：「歐洲可能進口哥倫比亞、南非、美國、澳洲、和印尼的煤礦來替代俄國煤，但這也使他們的成本提高。」像是從哥倫比亞出口給德國的煤礦量，較去年減少至27%，來到590萬噸。

對德國來說，大量購買煤礦是不得以的措施。在2011年3月日本福島核災之後，德國決定改變能源的使用：關閉所有核能電廠，並且在電能的生產上減少煤礦的使用。

現在德國17座核電廠中已經關閉10座最老舊的。因為核能約佔民生必需用電的三分之一，因此德國預計啟動「再生能源計畫」來補足不足的電力來源。風力及太陽能電池已然成為近十年的主要趨勢，甚至連德國總理安格拉˙梅克爾（Angela Merkel）也在官邸的屋頂安裝太陽能板。

根據國家能源計畫，德國35%的電力在2020年之前必須使用再生能源生產，而在2050年之前，風力和太陽能的使用率要達到80%。
德國已經開始架設風力發電機，供應約10%的民生及工業用電，此外還有多種如太陽能等其他代替的產電方式。但這些方式，顯然對歐洲經濟並沒有太大助益，況且可再生能源不能滿足全國用電，更別論要應付尖峰用電了。此外，替代能源也必須要有可觀的補貼才可行。

為避免陷入能源匱乏的窘境，德國計畫讓產電方式回到燃燒天然氣和煤礦的火力發電。現在德國正興建23座新的發電廠，並增加舊有火力發電廠的產電量。據Greenpeace估計，其產電量會超過兩億四千萬千瓦。實際上德國正在開倒車，專家早在50年前就已經認為德國採煤已經無利可圖，大部分在著名的魯爾區【註一】的礦場已經關閉，損失幾千萬歐元。所以不然想像，現在德國煤礦的需求量大增，也成為俄羅斯的負擔。

資助及促進建立煤礦貿易線，其背後往往是大政治策略。俄烏衝突後，德國和其他歐洲國家還是決定推動「產能多元化」，其目的是要減少對俄羅斯天然氣的依賴，況且「南線」已經停止運作了。【註二】
最後，煤需求量的增加歸因於經濟因素。煤礦較天然氣便宜，且也比較容易配合節約開支的政策，節省能源支出的捍衛者在德國也不曾減少過。

德國Handelsblatt商業報寫道，因為德國政府大力推動「綠能政策」，導致歐洲的天然氣市場正陷入「慢性危機」。大型能源公司為了極力擺脫傳統的天然氣發電廠，在政府大規模補助可再生能源、以及回復煤礦使用的條件下，持續虧損。

能源發展基金會理事長，謝爾蓋˙皮金（Sergei Pikin）認為，美國對煤礦需求的減少，也是煤礦利益提高的原因之一。「頁岩氣革命」【註三】翻轉了煤礦的價格，而美國也開始尋找外銷對象。
專家認為，2010年德國天然氣進口量約佔能源進口的三分之一，而煤礦進口量更縮減至16%，但現在煤礦顯然贏回原本的地位了！然而從俄國大量輸入煤礦的情形不會持續太久，德國不會放棄其他多元的產能方式，雖然歐洲可能會阻礙能源進口的速度。

Platts能源資訊新聞編輯部－歐洲能源市場副主任，亨利˙伊凡斯瓊斯（Henry Evans-Jones）接受本報（《Газета. Ru》）專訪，分析能源的進口。根據他的說法，

德國對煤礦的需求最少持續8到10年。
專家表示：「歐洲對煤需求降低，歸因於減少用電量，但煤礦也將成為工業及民生用電的主要燃料之一，在歐洲是這樣，在德國亦然。我們觀察幾個以木煤作為燃料的新建電廠，這些電廠必須使用到2023年，要到德國燃燒有害物質的核電廠和老舊火力發電廠全數關閉為止。」

然而，暫時回歸煤礦燃燒的策略，讓生態學家和醫生非常不滿。根據德國健康及環境協會（HEAL）的資料，煤灰會引起心肺疾病，每年帶走3000名德國人民的生命。


資料來源: http://goo.gl/KzCP9L


備註:

【註一】魯爾區 
德國著名工業城，位於德國西部北萊因-西發里亞境內的城市群，它擁有530萬人口和4435平方公里的面積。 

【註二】南線 
指俄羅斯天然氣、石油、煤礦及其他能源的輸出，經過烏克蘭輸入歐洲的這條運輸線。 

【註三】頁岩氣革命 
頁岩氣殘留在地下100～2,600m的堅硬薄片狀、且易剝離的頁岩（Shale）中，屬於泥岩的一種。深埋在地底下的頁岩受到壓密作用，使生成石油與天然氣的原始物質經由熱分解產生天然氣，封存在岩石中的細小裂縫（天然氣的滲透率若是10-18m2，便無法直接取出）。 

譯者：王昱偉",Link,,,"02/18/2015 04:21:00 PM",423,423,0,829,829,0,41,,18,,,18,,28,38,3,26,,3,35,,0,0,,,,,,,807,404,0,0,40,0,0,0,0,0,0,0,0,0,0
425972674207761_508138259324535,https://www.facebook.com/UnitedIssue/posts/508138259324535,"【德媒】 科隆嘉年華沒有「查理周刊(Charlie Hebdo)」

U.I網頁版： http://united-issue.com/posts/256


玫瑰星期一車隊(Rosenmontagszug)是萊茵河區嘉年華的高潮，許多色彩繽紛的車隊在街上穿梭，批判著政治和這個世界。而在科隆，「查理周刊車」現在卻被阻攔。

針對巴黎雜誌社「查理周刊」的恐怖攻擊震驚了全世界。由於玫瑰星期一隊常討論時事和一些艱難的議題，是以科隆嘉年華協會也想要讓一台「查理周刊車」上路。慶典委員會主席李特巴赫(Markus Ritterbach)說道：「巴黎的恐怖攻擊完全震驚了我們的心，科隆嘉年華就是查理。」

但後來委員會改變了他們的想法，該車的架設被阻止了。參加玫瑰星期一遊行車隊的人們將不會見到，恐怖份子持著機槍瞄準一名小丑，也不會看到小丑能用一支筆就破壞武器。慶典委員會如此解釋他們的決定：我們並不想要一個限制嘉年華自由與輕鬆的諷刺嘲笑遊行車。

通常人們喜愛玫瑰星期一遊行隊的諷刺和嘲笑，認為意見自由非常重要，但並非全部的市民都覺得「查理周刊車」這個Idea很好。節慶委員會認為，他們憂心於恐怖行動，並認為在嘉年華中人們應該要無憂無慮、開心的慶祝。

警察表示並沒有受到任何威脅，另外該決定也在網路被大量地討論，一些科隆人更提出這是「向嘉年華初衷的投降與背叛」。一名女士寫道「哪裡還存在著思想的自由？」也許「查理周刊車」仍然會在玫瑰星期一遊行車隊出現──不過是在另一個德國的城市。


資料來源: http://goo.gl/c6ca6q

譯者：P.Yang",Link,,,"02/17/2015 05:00:01 PM",215,215,0,426,426,0,19,1,12,,1,12,,10,18,,10,,,18,,0,0,,,,,,,412,201,0,0,18,0,0,0,0,0,0,0,0,0,0
425972674207761_507920286012999,https://www.facebook.com/UnitedIssue/posts/507920286012999,"【日媒】 赤坂每月9日的自由擁抱運動，三年內已累積一萬人次以上
　
U.I網頁版： http://united-issue.com/posts/254
　
　
在赤坂每月九日，在街頭進行和遇到的人擁抱的「自由擁抱運動」。
　
此活動是由美國的簡森杭達在2001年啟動。之後透過網路在世界推廣，日本在2005年開始舉辦。
　
在赤坂進行此活動的是擁有一級建築師資格的仲二見明日香小姐，說到「最初被尊敬的人擁抱的時候，心情感覺很好。也想要讓其他人體會到。」剛開始舉辦活動是在2012年3月11日。是當成東日本大震災慈善活動的一部份進行。從那之後，8月9日成為「擁抱日」，每月9日在赤坂和池袋舉辦活動。
　
此外，仲二見小姐說擁抱的人要許三個願望，「24小時以內要擁抱其他人。一生之中要擁抱6個人。要把這個規則傳達給其他人。」還有就是「在碰面時，先出聲打招呼。」
　
此活動每月9日12點到下午1點於赤坂商業大樓前舉行。
　
　
資料來源: http://goo.gl/JDEI3M
　
　
譯者：Y.H. Wang",Link,,,"02/16/2015 06:05:00 PM",335,335,0,744,744,0,39,,12,,,12,,30,43,1,30,,1,42,,0,0,,,,,,,724,316,0,0,39,0,0,0,0,0,0,0,0,0,0
425972674207761_507426299395731,https://www.facebook.com/UnitedIssue/posts/507426299395731,"【日媒】 訪日外國人暴增 其中的奧秘與可能性
　
U.I網頁版： http://united-issue.com/posts/250
　
　
據日本觀光局(JNTO)估計，去年訪日的外國人有1341萬人已經破了過去做高的紀錄。2013年才首度破了1000萬大關，又在2014年內增加300萬人，光成長率29%就為之驚人。
　
大批外國人湧入日本的原因不外乎就是安倍經濟學的效果。因為大膽的金融寬鬆政策導致日圓持續貶值，旅費變得相對便宜所以亞洲各國吹起了前往日本觀光的風潮。雖然可以說日本政府放寬簽證限制、日本旅遊宣傳等努力有了結果，但是沒有什麼比得上日圓貶值更有效了吧！
　
去年訪日人數最多的台灣以283萬人超越了久居冠軍寶座的韓國。台灣的人口約2300萬，簡單計算後便可得出每8個人就有1個人來過日本。這股風潮的氣勢由此可見一斑。
　
中國的訪日人數也同樣遽增。本來因為釣魚台問題(2012年9月)而一度驟減，去年年初開始以很快的速度，逐月攀升更超越了釣魚台問題產生之前的高峰(2012年7月)。這些數據證明了為何東京都內等地可以看到很多中國觀光客。此外，香港、馬來西亞、新加坡、印度等國也有2位數的成長，都是過去最高的成長率。
　
本來位居冠軍寶座的韓國在去年前半開始減少。與其說是日韓關係冷淡所導致，應該是韓元升值導致韓國經濟惡化。去年入秋以來訪日人數大幅增加，整年的訪日人數增加12%。
　
　
『日本就像特賣會會場』
　
　
那麼到底這些亞洲旅客到底為了什麼來到日本呢？
　
如果是去大都市的百貨公司或到郊區的暢貨中心的話，不難理解其目的—購物。畢竟華人圈觀光客的消費力驚人。總之想買的高級名品、寶石飾品、化妝品、家電等大量採購。
　
實際問了中國人的意見後，高級名品等在國內買比在日本買還貴。中國、新加坡、香港等地的物價高昂，進口的價格也很貴。只要日圓持續貶值的話，去日本買就會便宜。
　
而且在日本的百貨公司不用擔心買到假貨。因為只賣正規批貨來源的正品所以根本不需要擔心。香港雖然也是比較便宜，不過還是會有仿工精巧的贗品，和日本比起來風險較高。
　
日本的藥妝店裡的口罩、尿布等很受歡迎。因為空氣質量指數PM2.5等空汙問題讓日本的高性能口罩連在中國國內也很受歡迎，但是在日本買就便宜很多。總之價格便宜就具有吸引力。與其說是為了買日本本地的產品，倒不如說是為了價錢的考量跑來日本。也就是說日本已經被定位成亞洲區的特賣會會場。
　
　
『日幣貶值所產生的“賺到了”感覺』
　
　
這與日幣匯率劇烈變動也有關係。
　
安倍首相2度就任的2012年末的日本外匯市場是1美元大約等於85日幣。然而僅僅2年後變成120日幣。在以低於1美元=100日幣的匯率進口商品之後，就算日幣貶值了也沒有漲價販賣。而購買率不高的高價商品等在日幣尚未貶值的時候進貨卻依然以訂價販售。因此以其他亞洲國家的貨幣購買的話，就顯得很便宜。
　
以高價的進口手錶為例，業者並沒有在日幣貶值的時候調漲價格，但卻在去年4月調漲消費稅的時候漲價的案例不在少數。3月的時候因為消費稅將調漲的關係需求增加，高級手錶因此突然賣得很很好，但是這當中的亞洲客人卻很少。然而顧客當中也有想在日本便宜買再轉賣到中國的業者。因為可以從中賺取不少價差。
　
事實上進口的高級手錶與珠寶首飾在3月底都已經賣到快沒有庫存了。然而在補充庫存的時候正值日幣貶值，即使考量到進貨價格想要調漲定價也沒有辦法。這就是之後日圓又持續貶值而亞洲旅客會覺得購入日本商品買到賺到的原因。
　
不只是進口商品，日本長年處於通貨緊縮的狀態，以外國人的角度而言，可是非常的便宜。在東京市中心的餐廳，前菜就如同主食，而且還附點心跟咖啡只要2500日圓的例子並不少。這樣一來顯得香港或新加坡等地的高級品或餐點比較貴。
　
東京的住宿費用據說是根據顧客數急遽增長做出快速調整的，但別說是美國等先進國家，跟新加坡或香港比起來都還差的遠。通貨緊縮所造成的價格普遍低落現象仍然存在。
　
以通貨膨脹快速的貨幣前來消費的話，自然是非常划算的。這就是今年日本的春節在百貨公司裡購買福袋的客人當中也有外國人的原因。
　
　
『支持日本經濟的國內外需』
　
　
在安倍內閣表示有1341萬人的外國觀光客來到日本的紀錄但是這只是發展到中途而已，未來在舉辦東京奧運的2020年預計會有2000萬人，而2030年會有3000萬人。
　
根據JNTO估計來到日本的外國觀光客在日本國內的消費總額已突破2兆日幣。去年10月政府也趁勢對觀光客實施免稅。本來能獲得免稅的商品是家電用品與寶石首飾，之後還追加了化妝品、食品。這絕對會促進外國人的消費欲望。
　
雖然日幣貶值了不過出口額並沒有很顯著的成長，但是外國人在日本大量購物並帶回母國的話，就算是一種變相的出口。出口是「外需」，而這種國內外需已經成為支撐著日本經濟的一大要素。
　
最近出現了一種說詞就是「回歸消費」，回歸指的是從外過到日本來消費的觀光客。
　
去年4月以來，因為消費稅從5%提升到8%，日本國內的消費力變得低落之後好轉的速度也很緩慢。然而因為外國人主要購買的高價商品會獲得免稅所以並沒有什麼影響。
　
2012年訪日人數為836萬，到了隔年變成變成1036萬，而2014年又快速成長到1341萬。然而這樣的結果不過就是因為日幣貶值形成的以亞洲其他國而言買到賺到的感覺帶來的效果罷了。
　
之後日幣貶值的速度可能會趨於緩慢，或是轉而升值的話，日本就會像拍賣會結束後的女裝服飾店一樣，沒有人會想來買了。單只以價格吸引外國人的話1300萬人訪日的數字要長久維持下去恐怕有困難！
　
　
『現在正是轉機』
　
　
不過以「亞洲的拍賣會場」作為開端也沒關係，外國人直接來到日本以自己的眼睛來觀察的話是很有意義的。以這個為契機讓哈日族增加的話，不斷前來日本觀光的可能性很大，不過最重要的是在此之前必須下很多工夫。
　
現在盛行去日本觀光的熱潮正是轉機吧！
　
日本全國各地必須拿出真正吸引外國人且具有日本特色的東西。該怎麼向國人宣傳地區傳統活動、祭典、名產料理、觀光勝地，並且讓他們樂於其中呢？
　
各個地區必須自己動腦筋想辦法，因為認為安倍首相或者是霞關(日本行政中樞)一定會替自己想辦法的話也太天真了！唯有各個地區努力強化自己才算是振興地方的第一步。
　
　
資料來源: http://goo.gl/1kXAyN
　
　
備註：霞が関　中譯作霞關，為日本行政中樞 
　
　
圖片來源：
http://news.mynavi.jp/news/2014/11/04/146/images/001.jpg
　
　
譯者：musekinin",Link,,,"02/15/2015 06:15:01 PM",327,327,0,733,733,0,33,2,15,,2,16,,25,39,4,22,,4,35,,0,0,,,,,,,716,311,0,0,33,0,0,0,0,0,0,0,0,0,0
425972674207761_507071569431204,https://www.facebook.com/UnitedIssue/posts/507071569431204,"【俄媒】 奧斯卡提名俄國電影：「纏繞之蛇」票房遠勝預期
　
U.I網頁版： http://united-issue.com/posts/251
　
　
《纏繞之蛇》(Leviathan)票房超乎專家預期，上映首週便開出紅盤。影迷們已經開始期待能線上收看720HD的高畫質完整版。
　
導演安德烈‧薩金塞夫的電影《纏繞之蛇》俄羅斯首周末票房排名第四。本片榮獲奧斯卡最佳外語片提名，上映第一周便賺進720萬盧布票房(約347萬台幣)。至今票房已達4680萬盧布，遠高於專家預期。電影網站FilmPro.ru於首映前夕預估該片票房將高達2000萬盧布，排名前五位。
　
《纏繞之蛇》引起社會激烈討論，並榮獲金球獎、法國坎城影展金棕櫚獎、第58屆倫敦影展最佳影片、慕尼黑影展最佳影片……等一連串獎項。本片中隱喻美國Marvin John Heemeyer之社會事件 (註1)、聖經《約伯記》及英國哲學家霍布斯《巨靈》(註2)三者融合，描述於俄羅斯邊疆地區生活的主角，其對抗政府的專斷強權的無力感。
　
二月5日-8日俄羅斯周末票房Top5 ：
　
1.朱比特崛起(3億2000萬盧布)
　
2.模仿遊戲(7050萬盧布)
　
3.柏靈頓：熊愛趴趴走(4609萬盧布)
　
4.纏繞之蛇(4680萬盧布)
　
5.毛毛聖誕樹（Елки лохматые，暫譯）(3550萬盧布)
　
　
資料來源: http://goo.gl/BZRG6x
　
　
註1：
Marvin John Heemeyer: 美國科羅拉多州人，因不滿政府土地徵收，駕駛改造推土機衝撞市政廳、報社、混凝土場等相關單位建築以表達不滿。最後馬文開槍自殺結束生命。 
　
註2：
Leviathan台灣常見譯名為《巨靈》，又譯《利維坦》，本片《纏繞之蛇》原名即為Leviathan。「利維坦」原為《舊約聖經》中記載的一種怪獸，在本書中用來比喻強勢的國家。(節錄維基百科)
　
　
譯者：Dorothy Chen",Link,,,"02/14/2015 06:05:01 PM",805,805,0,1804,1804,0,114,1,31,,1,31,,96,112,21,81,,21,91,,0,0,,,,,,,1745,774,0,0,111,0,0,0,0,0,0,0,0,0,0
425972674207761_506655382806156,https://www.facebook.com/UnitedIssue/posts/506655382806156,"【日媒】 澀谷區向議會提案 承認同性也有「相當於婚姻關係」

U.I網頁版： http://united-issue.com/posts/253

東京都澀谷區12日在2015年度預算案中，提出將承認同性伴侶有「相當於婚姻關係」、並發放相關證書的草案。草案預定在三月初的區議會中提出。

如果草案通過，將是日本第一個有認可同性婚姻制度的行政區。保障LGBT少數群體權利的做法，將會給日本其他行政區帶來影響。

如果在區議會中順利通過，草案將於4月1日起正式施行。另外關於證書發放，經過官方程序後，希望能在今年內開始實行。

草案中，除了提倡男女平等及尊重多樣性，也列出了「伴侶關係證明」的相關規定。


資料來源: http://goo.gl/ySdPVG


備註:圖片來源=https://www.tcd.ie/equality/equality-in-trinity/LGBT.php 


LGBT→女同性戀者（Lesbians）、男同性戀者（Gays）、雙性戀者（Bisexuals）與跨性別者（Transgender） 
(參考資料 http://zh.wikipedia.org/wiki/LGBT)

相關新聞 http://newtalk.tw/news/2015/02/12/56920.html

譯者：lei",Link,,,"02/13/2015 05:00:35 PM",341,341,0,812,812,0,36,,24,,,24,,19,24,3,17,,3,21,,0,0,,,,,,,789,321,0,0,35,0,0,0,0,0,0,0,0,0,0
425972674207761_506536726151355,https://www.facebook.com/UnitedIssue/posts/506536726151355,"【法媒】 伊斯蘭激進組織博科聖地於查德的第一起攻擊

U.I網頁版： http://united-issue.com/posts/252

周四晚間至周五，查德的Ngouboua小鎮發生了一場恐怖攻擊，且攻擊者乘坐三艘獨木舟。據統計，數十人死亡，包括村長在內。在此攻擊事件發生後，查德軍隊已展開追捕。

資料來源: http://goo.gl/OX27Nz

備註:查德，全稱查德共和國，是非洲中部的一個內陸國家，北接利比亞，東接蘇丹，南接中非共和國，西南與喀麥隆、奈及利亞為鄰，西與尼日交界。由於查德地處非洲中心，遠離海洋，全年高溫炎熱，且國土大部為沙漠地區，所以又被稱為「非洲死亡之心」。

譯者：Lee Chieh",Link,,,"02/13/2015 02:04:25 AM",328,328,0,701,701,0,24,,9,,,9,,17,20,3,14,,3,17,,0,0,,,,,,,682,314,0,0,24,0,0,0,0,0,0,0,0,0,0
425972674207761_506019536203074,https://www.facebook.com/UnitedIssue/posts/506019536203074,"【日媒】 死後無人聞問　「無緣墓」越來越多

U.I網頁版： http://united-issue.com/posts/249

因為少子化、人口過稀，無人聞問的「無緣*墓」增加了，墓地荒廢、管理費拖欠成為各地嚴重的社會問題。

經營全日本約三萬個公營墓地的自治團體中，有一些團體開始積極改葬，用公費撤走無緣墓，將骨灰移至靈骨塔。

＊荒廢的墓地

「請死者的親屬於一年內提出申請。」千葉縣松戶市的東京都立八柱靈園裡，枯草茂密的墓前，樹立著預告改葬的看板。長年積欠每年約2500日圓的管理費，成了考慮改喪的調查對象。沒人申請的話，墓石就會被撤走，骨灰會和其他無緣墓的骨灰一起，放在墓園內的無緣墓塚保管。

8個都立靈園總計約有128萬人份的骨灰。都政府從2000年開始，針對積欠五年以上管理費的墓地，進行無緣墓的調查整理作業。2009到2013五年內調查的約2800座墓中，有1095座墓判定為無緣墓。改葬之後，墓地會再出借給新的應募者。

撤走墓石等重整一座墓要花費30萬至40萬日圓。因為改葬的墓增多，既有的無緣墓塚容納不下新的骨灰，都政府於2012年度斥資4000萬日圓，將6000個骨灰罈份量的骨灰，安置在尚有空間的新無緣墓塚。都政府公園課表示：「改葬花錢又費力，為了防止墓地無緣化，對沒有親屬的人，我們會在生前勸薦他，把骨灰移至共同埋葬的合葬式墓地。」

＊都市或鄉村都一樣

墓地無緣化的情形正在各地上演。都市地區受到少子化以及不婚、離婚率上升等家庭型態多元化的影響，沒親屬看望墓地的人越來越多了。

「近期、或不知何時可能會沒有繼承人」，根據川崎市2012年進行的市民意識調查，53%的人對無緣化感到不安。市政府確認市營墓地有30座的無緣墓，近期要著手進行改葬手續。

人口過稀持續惡化、後代子孫出走的鄉村地區則更加嚴重。

2013年，熊本縣擁有公營墓地的14個自治體中，有半數回答，面臨無緣墓增加、倒塌的危險等問題。人吉市調查包含民營墓地共15123座墓，判定實際上超過四成以上是無緣墓。

資料來源: http://goo.gl/ORdqme

備註:＊無緣：「無緣社會」是2010年NHK新聞節目中創造的新詞彙，用來指稱單身人口增加，人際關係日益淡薄的日本社會。

更多解釋可參考：

1.維基
http://ja.wikipedia.org/wiki/%E7%84%A1%E7%B8%81%E7%A4%BE%E4%BC%9A

2.《無緣社會：「無緣死」三萬二千人的衝擊》
http://www.books.com.tw/products/0010640559

圖片來源：http://www.ohaka-osaka.com/reien/koueibochi.html

譯者： G.L.",Link,,,"02/11/2015 04:00:03 PM",319,319,0,641,641,0,39,3,16,1,3,17,1,30,51,1,29,,1,50,,0,0,,,,,,,579,286,0,0,37,0,0,0,0,0,0,0,0,0,0
